anger,anticipation,disgust,fear,joy,sadness,surprise,trust,polarity,entropy,complexity
0.0,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.6666666666666667,0.7662750813791446,0.08405568494720209
0.12903225806451613,0.11290322580645161,0.11290322580645161,0.16129032258064516,0.0967741935483871,0.14516129032258066,0.0967741935483871,0.14516129032258066,0.0,0.9922565660222205,0.00400103454041218
0.029411764705882353,0.08823529411764706,0.029411764705882353,0.2647058823529412,0.14705882352941177,0.23529411764705882,0.058823529411764705,0.14705882352941177,0.03448275862068967,0.8869631676397288,0.050256131038410236
0.09302325581395349,0.18604651162790697,0.09302325581395349,0.06976744186046512,0.18604651162790697,0.06976744186046512,0.09302325581395349,0.20930232558139536,0.18518518518518517,0.955738638645378,0.022678762991111934
0.17391304347826086,0.08695652173913043,0.11594202898550725,0.15942028985507245,0.10144927536231885,0.13043478260869565,0.057971014492753624,0.17391304347826086,0.05263157894736842,0.9744191069759803,0.012254430588150978
0.14285714285714285,0.0,0.10714285714285714,0.2857142857142857,0.03571428571428571,0.2857142857142857,0.07142857142857142,0.07142857142857142,-0.1578947368421053,0.8315601224663407,0.06788245897684413
0.08823529411764706,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.11764705882352941,0.0,0.058823529411764705,0.35294117647058826,0.411764705882353,0.8551483392776568,0.06472792360449392
0.07894736842105263,0.21052631578947367,0.07894736842105263,0.15789473684210525,0.18421052631578946,0.13157894736842105,0.10526315789473684,0.05263157894736842,0.24137931034482762,0.9573734256974068,0.02088453110073983
0.08620689655172414,0.15517241379310345,0.0,0.3103448275862069,0.10344827586206896,0.1206896551724138,0.05172413793103448,0.1724137931034483,0.07317073170731708,0.8702865185958579,0.05264664284609308
0.15625,0.140625,0.09375,0.203125,0.046875,0.203125,0.078125,0.078125,-0.39999999999999997,0.9508125929023289,0.023677462030282603
